id;Name_User;Date_Comment;Type_Comment;Number_Likes;Text;Hashtag;Language;Reaction
410;Estació Hidrográfica Pampatar;2017-12-03T13:35:26.000Z;Comment;0;💙 😍🎰🎸☃️   Vídeo sexual de Charlize Theron https://www.youtube.com/watch?v=1GKs-eV1hMA;null;en;negative
411;stewart rodriguez;2017-12-03T13:05:52.000Z;Comment;0;💝✨🦋🙋🏼‍♂️😲   Vídeo sexual de Charlize Theron http://tinyurl.com/yc5kkd5s;null;en;negative
412;Noe Velandria;2017-12-03T11:56:03.000Z;Comment;0;😆🚬💷🤴🏻😲   Vídeo sexual de Charlize Theron http://tinyurl.com/y7eve94o;null;en;negative
413;Shirley Ortega;2017-12-03T11:51:56.000Z;Comment;0;💚😁👁😹😵🌷   Vídeo sexual de Charlize Theron http://tinyurl.com/y872tc3a;null;en;negative
414;RV Jp;2017-12-02T09:23:41.000Z;Comment;0;I am an Indian.. I can't understand a word.. Still like the beats,the voice, tune 💜 nice one;null;en;positive
415;Yessica Berniavasquez;2017-12-02T05:04:09.000Z;Comment;0;hermosa cancion :);null;en;positive
416;Alvaro0227;2017-12-02T04:53:22.000Z;Comment;5;I love this song <3;null;en;positive
417;Alejandra Rangel;2017-12-01T13:39:23.000Z;Comment;0;I love that music😜;null;en;positive
418;Radwa Ghonim;2017-12-01T08:48:52.000Z;Comment;0;OMG in love with this song 😍 Love from Egypt;null;en;positive
419;Mileidys Navarro;2017-11-30T14:48:47.000Z;Comment;0;Oficial;null;en;neutral
420;jl avalu;2017-12-03T19:24:19.000Z;Reply to THEBOSSOFGAMING 9000;1;THEBOSSOFGAMING 9000   suerte bro que todo salga bien;null;en;neutral
421;Joaquin Muñoz;2017-12-03T18:55:57.000Z;Reply to THEBOSSOFGAMING 9000;0;THEBOSSOFGAMING 9000;null;en;neutral
422;Isabella Guevara;2017-12-03T18:37:52.000Z;Reply to THEBOSSOFGAMING 9000;0;THEBOSSOFGAMING 9000  huy;null;en;neutral
423;mau gamer;2017-12-03T18:28:42.000Z;Reply to THEBOSSOFGAMING 9000;0;THEBOSSOFGAMING 9000 aslo amo tmb me funciono;null;en;neutral
424;Puerta 8;2017-11-28T20:08:18.000Z;Comment;0;Real Name of Mateo?;null;en;neutral
425;Valentina Sredeva;2017-11-27T22:03:20.000Z;Comment;0;THIS VIDEO IS LIFE!;null;en;positive
426;Xitlaly Reyes;2017-11-27T21:50:18.000Z;Comment;0;I can hear this song a million of times and i wont get tired of hearing it like if it is true😊😉;null;en;positive
427;Andrea Nicole;2017-11-27T14:53:03.000Z;Comment;0;I LOVE THE SONG😍😍;null;en;positive
428;Antonella Castro;2017-11-27T12:55:48.000Z;Comment;0;Hermosa cancion!!!!;null;en;positive
429;Hendra Ogotan;2017-11-26T18:12:34.000Z;Comment;0;Love this;null;en;positive
430;lency salazar;2017-11-25T22:05:51.000Z;Comment;1;I love it song is very beautifull 😄;null;en;positive
431;Daysi Valenzuela;2017-11-25T14:26:14.000Z;Comment;0;Byron😻🤝;null;en;neutral
432;Gissel Fu_19A;2017-11-25T04:41:55.000Z;Comment;0;hermosa cancion 💖💖💖;null;en;positive
433;Williams Salazar;2017-11-25T03:36:39.000Z;Comment;0;Los mejores besos son los que NO se anuncian... "Let me steal a kiss from those that reach me to the soul" (THIS SONG IS FUCKING PERFECT!!!);null;en;positive
434;Jaaziel Campos;2017-11-24T22:33:40.000Z;Comment;0;Hermosa cancion <3;null;en
435;Nicolas Benicio;2017-11-24T02:13:41.000Z;Comment;0;The club isn’t the best place to find a lover So the bar is where I go Me and my friends at the table doing shots drinking fast and then we talk slow
you come over and start up a conversation with just me and trust me I’ll give it a chance now ... I’m in love with the shape of you;null;en;negative
436;Josue Pena;2017-11-23T21:53:29.000Z;Comment;1;Omg l love that song;null;en;positive
437;Heidi Reyes;2017-11-23T16:35:50.000Z;Comment;0;Jaelynn and the dbdhhdgdshhdc🗣🗣🧒🏻🧒🏻🗣👃🏼👂🏼🙏🏼👅👃🏼👣👤🧠🧠🧠🧠👤👤👤🧒🏻🧒🏻👧🏻👶🏼👶🏼🧒🏻👦🏻👦🏻👩🏻🏋🏻‍♂️🏋🏻‍♂️🏋🏻‍♀️🏂🏂🤼‍♀️🤼‍♀️🤼‍♀️🏌🏻‍♀️🤾🏻‍♂️🤾🏻‍♂️🏋🏻‍♂️🏋🏻‍♀️🧘🏻‍♂️🏄🏻‍♀️🏋🏻‍♀️🏌🏻‍♀️🛷🤾🏻‍♂️🧘🏻‍♂️🏋🏻‍♂️🛷🛷🥊🏹🏹🥊🥋🎽🏄🏻‍♀️🏊🏼‍♂️🏊🏼‍♂️🤽🏼‍♀️🚣🏻‍♀️🚣🏽‍♂️🎤🎤🎤🎤🎤🎤🎤🎤🎲🎲🎲🎲🎲🎲🎯🎯🎲🎲🎲🎲🎲🎲🎲🎲🎲🎲🎲🎲🎲🎲🎯🎲🎯🎲🎯🎲🎲🎲🎲🎲🎲🎲🎲🎲🎲🎲🎲🎲🎲🎲🎲🎲🎲🎲🎲🎲🎲🎲🎲🎲🎲🎲🎲🎲;null;en;joke
438;Adam Ausaw;2017-11-23T15:36:31.000Z;Comment;0;This song is beautiful. How this has more than 5 dislikes, I can not possibly understand.;null;en;positive
439;Veronica Yanvier Ramirez Juarez;2017-11-25T21:12:42.000Z;Reply to Silvia;1;Tonta;null;en;negative
440;Leslie Chapa;2017-11-21T02:11:29.000Z;Comment;1;331m views I love ❤️ the song Carlos vives Sebastian Yatra;null;en;positive
441;Cailou 4 That Life VLOGZ;2017-11-21T01:13:52.000Z;Comment;0;Thsi is good song;null;en;positive
442;yasmin mespla;2017-11-24T17:13:51.000Z;Reply to Thomas Paez;0;Thomas Paez no;null;en;neutral
443;Pinky Wishbowl;2017-11-20T18:09:58.000Z;Comment;1;#♥♥♥♥  ♥♥♥♥♥  #♥♥♥♥  ♥♥♥♥  #♥♥♥♥*Jesus Christ is the only way to heaven! He died and arose from the dead to give us eternal life.*;null;en;neutral
444;Sara Rivera;2017-11-20T01:33:38.000Z;Comment;0;I was the fies to put thoms up  MARIELA!!;null;en;neutral
445;Alexander Tovar;2017-11-19T01:55:40.000Z;Comment;0;My girlfriend asked me out to this song. ♥️Te quiero, Sophie.;null;en;positive
446;Osmair Anguiano Cortés;2017-11-18T20:19:18.000Z;Comment;0;Es. He ial;null;en;neutral
447;Margarita Velázquez;2017-11-17T21:52:44.000Z;Comment;0;Love this song so much 😍💥👊;null;en;positive
448;Rossy Flowers;2017-11-17T04:22:34.000Z;Comment;0;Hermosa cancion 😍😍;null;en;positive
449;Winston bernal;2017-11-15T22:51:49.000Z;Comment;0;Winston b Bernal;null;en;neutral
